university_code,university_name,found_url,status,num_records,data_year,note
YCT,Trường Đại học Y Dược Cần Thơ,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-y-duoc-can-tho-YCT.html,success,15,2026,Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của trường Đại học Y Dược Cần Thơ. Phương thức xét tuyển chính là điểm thi THPT kết hợp các phương thức ưu tiên khác.
DYV,Trường Đại học Y khoa Phạm Ngọc Thạch,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-khoa-pham-ngoc-thach-TYS.html,success,13,2026,Học phí được tính theo triệu đồng/năm dựa trên thông tin dự kiến năm học 2026-2027. Các ngành cử nhân có mức học phí đồng nhất là 47 triệu/năm.
YDN,Trường Đại học Kỹ thuật Y Dược Đà Nẵng,https://ydn.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ và các mục menu hiện tại chỉ cung cấp thông tin chung và tin tức sự kiện, chưa liệt kê chi tiết danh mục ngành đào tạo kèm mã ngành/chỉ tiêu. Cần truy cập vào các link gợi ý để lấy dữ liệu c"
DGH,Trường Đại học Sư phạm Hà Nội,https://tuyensinh.hnue.edu.vn/,partial,20,2026,"Danh sách ngành được trích xuất từ các thông báo và mục ngành đào tạo trên trang chủ. Trường có rất nhiều ngành sư phạm khác không liệt kê chi tiết trong nội dung trang hiện tại, cần truy cập link gợi"
NSP,Trường Đại học Sư phạm Nghệ thuật Trung ương,https://qltuyensinh.spnttw.edu.vn/,success,14,2026,Dữ liệu tuyển sinh năm 2026 (dự kiến) được trích xuất từ thông báo chính thức của trường. Các ngành có phương thức xét tuyển kết hợp (năng khiếu) được liệt kê theo tổ hợp năng khiếu tương ứng.
TLA,Trường Đại học Thủy lợi,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-truong-dai-hoc-thuy-loi-2026-c24a88384.html,success,46,2026,Dữ liệu tuyển sinh năm 2026 của Trường Đại học Thủy lợi đã được trích xuất đầy đủ từ nội dung trang.
MTA,Học viện Kỹ thuật Quân sự,https://mta.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ và các link tin tức hiện tại chỉ cung cấp thông báo chung về kỳ thi ĐGNL và hướng dẫn đăng ký, chưa liệt kê chi tiết danh sách ngành đào tạo cụ thể. Cần truy cập vào các link thông tin tuyển"
XDA,Trường Đại học Xây dựng Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-xay-dung-ha-noi-XDA.html,success,43,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường Đại học Xây dựng Hà Nội. Học phí trung bình năm 2026-2027 là 20.9 triệu/năm.
MDA,Trường Đại học Mỏ - Địa chất,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-mo-dia-chat-MDA.html,success,47,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường Đại học Mỏ - Địa chất. Các ngành đào tạo được liệt kê theo phương thức xét tuyển điểm thi THPT.
GTA,Trường Đại học Giao thông Vận tải,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-giao-thong-van-tai-co-so-phia-bac-GHA.html,success,33,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Giao thông Vận tải (cơ sở phía Bắc - GHA). Các chỉ tiêu và mã ngành được liệt kê dựa trên chương trình đào tạo chuẩn và chất lượ
HCV,Học viện Hành chính Quốc gia,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-hanh-chinh-va-quan-tri-cong-HCH.html,success,41,2026,"Học phí được tính dựa trên đơn giá tín chỉ (khoảng 18 triệu/năm cho nhóm ngành quản lý/văn hóa và 17 triệu/năm cho nhóm ngành luật/nhân lực/văn phòng, hệ thống thông tin khoảng 20 triệu/năm)."
BCH,Học viện Báo chí và Tuyên truyền,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-bao-chi-va-tuyen-truyen-HBT.html,success,32,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Học viện Báo chí và Tuyên truyền. Học phí được tính theo tín chỉ, các ngành lý luận chính trị được miễn học phí."
AOF,Học viện Tài chính,https://diemthi.tuyensinh247.com/thong-tin-hoc-vien-tai-chinh-HTC.html,success,50,2026,"Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của Học viện Tài chính trên Tuyensinh247. Các ngành có phương thức xét tuyển kết hợp, ưu tiên xét tuyển và điểm thi THPT."
BAA,Học viện Ngân hàng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-ngan-hang-NHH.html,success,45,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Học viện Ngân hàng. Học phí được tính theo năm học 2026-2027.
QHE,Trường Đại học Kinh tế - Đại học Quốc gia Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-ha-noi-QHE.html,success,8,2026,Dữ liệu năm 2026 được trích xuất từ đề án tuyển sinh của Trường Đại học Kinh tế - ĐHQGHN. Học phí các chương trình liên kết được tính theo USD và quy đổi theo tỷ giá tạm tính trong đề án.
QHL,Trường Đại học Luật - Đại học Quốc gia Hà Nội,https://law.vnu.edu.vn/,partial,4,2026,"Trang web liệt kê các ngành đào tạo nhưng không cung cấp chi tiết mã ngành, chỉ tiêu hay học phí cụ thể. Cần truy cập vào các link đề xuất để lấy thông tin chi tiết về đề án tuyển sinh."
QHF,Trường Đại học Ngoại ngữ - Đại học Quốc gia Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ngoai-ngu-ha-noi-QHF.html,success,16,2026,"Học phí được trích xuất từ đề án 2026. Các ngành có học phí 42 triệu/năm bao gồm các ngành ngôn ngữ chính (Anh, Pháp, Trung, Đức, Nhật, Hàn). Các ngành còn lại là 31 triệu/năm."
NLS,Trường Đại học Nông Lâm Thành phố Hồ Chí Minh,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-nong-lam-tphcm-2026-c24a88503.html,needs_deeper_crawl,1,2026,"Trang thông tin hiện tại chỉ liệt kê phương thức tuyển sinh và nhắc đến ngành Giáo dục Mầm non, không cung cấp danh sách đầy đủ các ngành đào tạo khác của trường. Cần truy cập website tuyển sinh chính"
TMA,Trường Đại học Thương mại,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-thuong-mai-2026-c24a88124.html,success,51,2026,"Học phí được tính theo tháng (triệu/tháng) cho các chương trình chuẩn và IPOP, hoặc theo khóa học cho các chương trình song bằng/tiên tiến."
VHS,Trường Đại học Văn hóa Thành phố Hồ Chí Minh,https://www.hcmuc.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ hiện tại chỉ cung cấp thông tin chung, tin tức sự kiện và các liên kết đến phòng ban. Không có danh sách ngành đào tạo chi tiết. Cần truy cập vào mục Tuyển sinh hoặc Đào tạo để lấy dữ liệu."
DLU,Trường Đại học Đà Lạt,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-da-lat-TDL.html,success,41,2026,"Học phí được tính theo kỳ (15-18 triệu/năm cho các ngành thường, 24 triệu/năm cho Hóa dược). Ngành Sư phạm được miễn học phí."
NTT,Trường Đại học Nguyễn Tất Thành,https://tuyensinh.ntt.edu.vn/,success,88,2026,Danh sách ngành được trích xuất từ menu và danh mục ngành đào tạo trên website tuyển sinh của trường. Năm dữ liệu được xác định là 2026 dựa trên các thông báo tuyển sinh mới nhất trên trang.
DCG,Trường Đại học Công nghệ Đồng Nai,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-cong-nghe-dong-nai-DCD.html,success,22,2026,Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của trường Đại học Công nghệ Đồng Nai.
DLH,Trường Đại học Lạc Hồng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-lac-hong-DLH.html,success,29,2026,Học phí được tính theo năm (2 học kỳ) dựa trên dữ liệu học phí mỗi học kỳ được cung cấp trong trang.
DTC,Trường Đại học Tây Đô,https://tdu.edu.vn/,success,30,2026,"Danh sách ngành được trích xuất từ trang chủ và danh mục ngành học của trường. Các ngành sau đại học (Thạc sĩ, Tiến sĩ) đã được loại bỏ để chỉ giữ lại danh sách đại học chính quy."
TDM,Trường Đại học Thủ Dầu Một,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-thu-dau-mot-TDM.html,success,50,2026,Danh sách ngành được trích xuất từ trang thông tin tuyển sinh 2026 của trường Đại học Thủ Dầu Một.
BPU,Trường Đại học Dầu khí Việt Nam,https://www.pvu.edu.vn/tuyen-sinh/tuyen-sinh-2026/thong-tin-tuyen-sinh-dai-hoc-chinh-quy-nam-2026,success,3,2026,Chỉ tiêu 100 là tổng chỉ tiêu chung cho toàn trường. Các ngành dùng chung danh sách tổ hợp môn như đã liệt kê.
MHT,Trường Đại học Mỹ thuật Việt Nam,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-my-thuat-viet-nam-MTH.html,success,6,2026,Dữ liệu được trích xuất trực tiếp từ trang thông tin tuyển sinh năm 2026 của trường.
VGU,Trường Đại học Việt Đức,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-viet-duc-VGU.html,success,13,2026,Dữ liệu năm 2026 được trích xuất từ đề án tuyển sinh của trường Đại học Việt Đức.
TTU,Trường Đại học Tân Tạo,https://tuyensinh.ttu.edu.vn/,success,21,2026,Danh sách ngành được trích xuất từ trang chủ và các mục đào tạo của trường Đại học Tân Tạo. Mã ngành và học phí không được công bố cụ thể trên trang web.
THU,Trường Đại học Thành Đô,https://thanhdo.edu.vn/,success,14,2026,"Danh sách ngành được trích xuất từ hệ thống đào tạo và các thông báo tuyển sinh năm 2026 của trường. Các thông tin về mã ngành, tổ hợp và học phí không được công bố chi tiết trên trang chủ."
DTB,Trường Đại học Thái Bình,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-thai-binh-DTB.html,success,18,2026,Dữ liệu năm 2026 được trích xuất từ đề án tuyển sinh của Trường Đại học Thái Bình.
DHD,Trường Đại học Hải Dương,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hai-duong-DKT.html,success,31,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Hải Dương. Các ngành đào tạo áp dụng chung cho các phương thức xét tuyển (Thi THPT, Học bạ, Kết hợp, Xét tuyển thẳng)."
HLU,Trường Đại học Hạ Long,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ha-long-HLU.html,success,26,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường Đại học Hạ Long.
DHV,Trường Đại học Hùng Vương,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hung-vuong-THV.html,success,27,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Hùng Vương.
DHT,Trường Đại học Hà Tĩnh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ha-tinh-HHT.html,success,19,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Hà Tĩnh.
DTE,Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,https://laodong.vn/ldt/dao-tao/dai-hoc-su-pham-ky-thuat-da-nang-se-tuyen-sinh-nganh-ban-dan-tu-nam-2026-1684473.ldo,partial,1,2026,"Trang tin chỉ đề cập đến việc mở mới ngành Vật liệu bán dẫn từ năm 2026, không liệt kê danh sách đầy đủ các ngành đào tạo khác của trường. Cần truy cập website chính thức của Trường Đại học Sư phạm Kỹ"
HUTECH,Trường Đại học Công nghệ Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-tphcm-DKC.html,success,64,2026,"Danh sách ngành được trích xuất từ đề án tuyển sinh năm 2026 của HUTECH. Các phương thức xét tuyển bao gồm: Điểm thi THPT, Học bạ, ĐGNL HCM, V-SAT và Chứng chỉ quốc tế."
DNT,Trường Đại học Ngoại ngữ - Tin học Thành phố Hồ Chí Minh,https://tuyensinh.huflit.edu.vn/tuyen-sinh,needs_deeper_crawl,0,2026,Trang chủ xác nhận có 23 ngành đào tạo chính quy năm 2026 nhưng không liệt kê chi tiết danh sách ngành. Cần truy cập vào các trang tư vấn ngành hoặc thông tin tuyển sinh chuyên sâu để lấy danh sách cụ
DDK,Trường Đại học Bách khoa - Đại học Đà Nẵng,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-bach-khoa-da-nang-2026-c24a88832.html,success,42,2026,"Dữ liệu năm 2026 được trích xuất từ thông báo tuyển sinh chính thức của trường. Các phương thức xét tuyển bao gồm: Xét tuyển thẳng, Xét tuyển theo kết quả thi tốt nghiệp THPT 2026, và Xét tuyển theo k"
BVU,Trường Đại học Bà Rịa - Vũng Tàu,https://tuyensinh.bvu.edu.vn/cac-nganh-chuong-trinh/,partial,16,2026,"Trang web liệt kê tên ngành nhưng thiếu mã ngành, tổ hợp xét tuyển và chỉ tiêu cụ thể. Học phí được tính dựa trên thông tin 14.25 triệu/học kỳ (2 học kỳ/năm)."
VUP,Trường Đại học Sư phạm Kỹ thuật Vĩnh Long,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-su-pham-ky-thuat-vinh-long-VLU.html,success,36,2026,Danh sách ngành được trích xuất từ đề án tuyển sinh năm 2026 của trường. Chỉ tiêu hiện tại để null do trang hiển thị là 0 hoặc không xác định rõ trong bảng tổng hợp.
VCO,Trường Đại học Công nghệ và Quản lý Hữu Nghị,https://thi.tuyensinh247.com/dai-hoc-cong-nghe-va-quan-ly-huu-nghi-tuyen-sinh-nam-2026-c24a88957.html,success,17,2026,Học phí được tính theo nhóm ngành (Kinh tế/Ngôn ngữ: 25.15 triệu/năm; Công nghệ kỹ thuật: 27.375 triệu/năm).
BVS,Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam),https://tuyensinh.ptit.edu.vn/,partial,18,2026,Danh sách ngành được trích xuất từ các bài viết giới thiệu ngành trên website. Học viện có 2 cơ sở đào tạo với danh mục ngành tương đồng.
VINUNI,Đại học VinUni,https://vinuni.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ VinUni cung cấp danh mục các trường thành viên (College of Business & Management, Engineering & Computer Science, Health Sciences, Arts & Sciences) nhưng không liệt kê chi tiết tên ngành cụ "
YTB,Trường Đại học Y Dược Thái Bình,https://tbump.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ chỉ chứa tin tức hoạt động và thông báo chung, không liệt kê danh sách ngành cụ thể. Cần truy cập vào trang đào tạo hoặc link thông báo tuyển sinh chi tiết để lấy danh sách ngành."
YDN,Trường Đại học Kỹ thuật Y Dược Đà Nẵng,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-ky-thuat-y-duoc-da-nang-2026-c24a89176.html,success,7,2026,"Học phí được tính theo triệu đồng/năm dựa trên thông tin dự kiến năm 2026. Các ngành đều xét tuyển qua 4 tổ hợp A00, B00, B08, D07."
MTA,Học viện Kỹ thuật Quân sự,https://mta.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ và các link tin tức hiện tại chỉ cung cấp thông báo chung về kỳ thi ĐGNL và hướng dẫn đăng ký, chưa liệt kê chi tiết danh sách ngành đào tạo cụ thể. Cần truy cập vào các link thông tin tuyển"
VHS,Trường Đại học Văn hóa Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-tphcm-VHS.html,success,14,2026,"Học phí năm 2026-2027 dự kiến là 19.91 triệu đồng/năm. Các ngành đều xét tuyển theo 3 phương thức chính: Điểm thi THPT, Học bạ và Ưu tiên xét tuyển/Xét tuyển thẳng."
DNT,Trường Đại học Ngoại ngữ - Tin học Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ngoai-ngu-tin-hoc-tphcm-DNT.html,success,23,2026,"Học phí được tính dựa trên mức trung bình tín chỉ (1.230.000 - 1.330.000đ/tín chỉ) nhân với tổng số tín chỉ toàn khóa (135) chia cho 9 học kỳ, ước tính khoảng 21.1 triệu/năm."
NHS,Trường Đại học Ngân hàng Thành phố Hồ Chí Minh,https://tuyensinh.hub.edu.vn/dai-hoc/dai-hoc-chinh-quy-chuan,success,12,2025,Dữ liệu học phí được lấy từ thông tin chung trên trang (18-25 triệu/năm). Mã ngành và chỉ tiêu không được cung cấp cụ thể trên trang.
DMS,Trường Đại học Tài chính - Marketing,https://taro.edu.vn/de-an-tuyen-sinh/dai-hoc-tai-chinh-marketing-DMS,success,15,2025,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2025 của trường. Các ngành chương trình tích hợp và Tiếng Anh toàn phần có mã ngành mở rộng (ví dụ: _TH, _TATP)."
HSU,Trường Đại học Hoa Sen,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hoa-sen-HSU.html,success,31,2025,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2025 của trường Đại học Hoa Sen. Năm 2026 trường có điều chỉnh phương thức xét tuyển nhưng danh sách ngành cụ thể cho 2026 chưa được công bố chi tiết tr
GTS,Trường Đại học Giao thông Vận tải Thành phố Hồ Chí Minh,https://tuyensinh.utc2.edu.vn/,success,19,2026,"Danh sách ngành được trích xuất từ menu ngành đào tạo của Phân hiệu Trường Đại học Giao thông vận tải tại TP.HCM. Thông tin chi tiết về mã ngành, chỉ tiêu và học phí chưa được công bố cụ thể trong các"
HHK,Học viện Hàng không Việt Nam,https://vaa.edu.vn/,success,18,2026,Danh sách ngành được trích xuất từ mục Chương trình đào tạo đại học trên website của Học viện Hàng không Việt Nam.
DTM,Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh,https://tuyensinh.hcmunre.edu.vn/,success,17,2026,Danh sách ngành được trích xuất từ trang chủ và các mục thông tin tuyển sinh năm 2026 của trường. Mã ngành và thông tin chi tiết về tổ hợp/học phí không được hiển thị trực tiếp trên trang tổng hợp.
DVH,Trường Đại học Văn Hiến,https://tuyensinh.vhu.edu.vn/,success,44,2026,"Danh sách ngành được trích xuất từ trang chủ tuyển sinh 2026 của Đại học Văn Hiến. Các thông tin chi tiết về mã ngành, tổ hợp và học phí không được hiển thị trực tiếp trên trang này."
GDU,Trường Đại học Gia Định,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-gia-dinh-nam-2026-c24a88946.html,success,29,2026,Học phí được tính theo tín chỉ (1.000.000 - 1.400.000 VNĐ/tín chỉ). Các ngành không có tổ hợp cụ thể trong bảng được hiểu là áp dụng theo quy định chung của trường.
TSN,Trường Đại học Nha Trang,https://tuyensinh.ntu.edu.vn/,success,52,2026,Dữ liệu được trích xuất từ trang tuyển sinh chính thức của Trường Đại học Nha Trang năm 2026. Một số mã ngành và thông tin chi tiết được lấy từ các file đính kèm trong đề án tuyển sinh.
HVN,Học viện Nông nghiệp Việt Nam,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-nong-nghiep-viet-nam-HVN.html,success,23,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Học viện Nông nghiệp Việt Nam. Các phương thức xét tuyển bao gồm: Xét tuyển thẳng, Xét điểm thi THPT, Xét học bạ, và Xét kết hợp."
DMT,Trường Đại học Tài nguyên và Môi trường Hà Nội,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-tai-nguyen-va-moi-truong-ha-noi-DMT.html,success,24,2026,Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của trường. Các ngành có hậu tố PH là các ngành đào tạo tại Phân hiệu.
FBU,Trường Đại học Tài chính - Ngân hàng Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tai-chinh-ngan-hang-ha-noi-FBU.html,success,12,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường. Các ngành đều xét tuyển qua 3 phương thức: thi THPT, học bạ và ĐGNL (Q00)."
SDU,Trường Đại học Sao Đỏ,https://images.tuyensinh247.com/picture/2026/0330/thong-tin-tuyen-sinh-dai-hoc-sao-do-2026.pdf,success,12,2026,Dữ liệu được trích xuất từ thông báo tuyển sinh năm 2026 của Trường Đại học Sao Đỏ.
VHD,Trường Đại học Công nghiệp Việt - Hung,https://viu.edu.vn/,success,13,2026,Danh sách ngành được trích xuất từ thông tin tuyển sinh năm 2026 của trường. Các thông tin về chỉ tiêu và tổ hợp xét tuyển không được công khai chi tiết trên trang chủ.
DVP,Trường Đại học Trưng Vương,https://tv-uni.edu.vn/,success,14,2026,Danh sách ngành được trích xuất từ form đăng ký tuyển sinh trực tuyến của trường.
NTU,Trường Đại học Nguyễn Trãi,https://taro.edu.vn/de-an-tuyen-sinh/dai-hoc-nguyen-trai-NTU,success,10,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh 2026 trên trang sTARO. Các ngành có phương thức xét tuyển kết hợp (Thiết kế đồ họa, Thiết kế nội thất) đã được ưu tiên ghi nhận theo phương thức điểm thi TH"
DNU,Trường Đại học Đồng Nai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-dong-nai-DNU.html,success,11,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Đồng Nai. Các ngành đào tạo được liệt kê dựa trên phương thức xét tuyển điểm thi THPT.
BMU,Trường Đại học Y Dược Buôn Ma Thuột,https://bmu.edu.vn/,needs_deeper_crawl,0,2025,Trang chủ và các menu điều hướng không hiển thị trực tiếp danh sách ngành. Cần truy cập vào trang 'Tuyển sinh đại học' hoặc 'Đề án tuyển sinh' để trích xuất dữ liệu chi tiết.
YKV,Trường Đại học Y khoa Vinh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-khoa-vinh-YKV.html,success,5,2026,"Học phí được tính theo tháng (2.900.000 - 3.900.000 VNĐ/tháng), quy đổi ra triệu/năm (10 tháng) là 29 - 39 triệu/năm."
TTQ,Trường Đại học Quốc tế Sài Gòn,https://tuyensinh.siu.edu.vn/,success,14,2026,Danh sách ngành được trích xuất từ form đăng ký tư vấn tuyển sinh 2026 trên website của trường.
VBU,Trường Đại học Quốc tế Bắc Hà,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quoc-te-bac-ha-DBH.html,success,8,2025,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2024 trên trang Tuyensinh247. Học phí được tính dựa trên mức trung bình 18 triệu/năm theo thông tin trong đề án.
DBB,Trường Đại học Công nghệ Đông Á,https://giaoduc.net.vn/nam-2026-truong-dh-cong-nghe-dong-a-mo-them-6-nganh-chuyen-nganh-moi-post258141.gd,partial,6,2026,Trang chỉ liệt kê 6 ngành/chuyên ngành mới trong tổng số 34 ngành đào tạo. Học phí được tính theo kỳ (nhân đôi để ra học phí năm) dựa trên khối ngành được đề cập trong bài viết.
DLD,Trường Đại học Đại Nam,https://tuyensinh.dainam.edu.vn/vi/tin-tuc/dai-hoc-dai-nam-xet-tuyen-bo-sung-nam-2025-42-nganh-dao-tao-don-dau-xu-huong-nhan-luc,partial,33,2025,Trang web hiện tại chỉ liệt kê danh sách ngành năm 2025. Danh sách ngành năm 2026 dự kiến nằm ở link gợi ý.
DKB,Trường Đại học Kinh tế - Kỹ thuật Bình Dương,https://www.ktkt.edu.vn/,success,20,2026,Danh sách 20 ngành đào tạo đại học chính quy được trích xuất từ nội dung trang chủ năm 2026.
DQU,Trường Đại học Quảng Nam,https://images.tuyensinh247.com/user_data/2025/0409/De_an_tuyen_sinh_2025_Dai_hoc_Quang_Nam.pdf,success,16,2025,Dữ liệu được trích xuất từ Đề án tuyển sinh 2025 của Trường Đại học Quảng Nam.
DTT,Trường Đại học Tiền Giang,https://www.tgu.edu.vn/,needs_deeper_crawl,0,2026,Trang chủ không liệt kê danh sách ngành chi tiết mà chỉ có các bài viết tin tức tuyển sinh. Cần truy cập vào trang tuyển sinh chuyên biệt (tsnk.tgu.edu.vn) hoặc bài viết tổng hợp ngành năm 2026 để trí
DTV,Trường Đại học Trà Vinh,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-tra-vinh-DVT.html,success,54,2026,Danh sách ngành được trích xuất từ trang thông tin tuyển sinh 2026 của Đại học Trà Vinh. Chỉ tiêu hiện tại là 0 trên trang nguồn.
DTG,Trường Đại học Trường Vinh,https://thi.tuyensinh247.com/dai-hoc-vinh-cong-bo-thong-tin-tuyen-sinh-2026-c24a88317.html,success,74,2026,Danh sách ngành được trích xuất từ thông tin tuyển sinh năm 2026 của Đại học Vinh. Học phí được quy định theo nhóm ngành (đơn giá tín chỉ) thay vì theo ngành cụ thể.
KTD,Trường Đại học Kiến trúc Đà Nẵng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kien-truc-da-nang-KTD.html,success,16,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường Đại học Kiến trúc Đà Nẵng. Các ngành đào tạo được liệt kê theo phương thức xét tuyển điểm thi THPT và xét tuyển kết hợp.
HVC,Học viện Cán bộ Thành phố Hồ Chí Minh,http://tuyensinh.hcmca.edu.vn/,success,5,2026,"Danh sách ngành được trích xuất trực tiếp từ trang chủ. Các thông tin về tổ hợp, chỉ tiêu và học phí không hiển thị chi tiết trên trang chủ nên để null."
HCS,Học viện Hành chính Quốc gia (Cơ sở phía Nam),https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-hoc-vien-hanh-chinh-va-quan-tri-cong-2026-c24a88377.html,success,9,2026,Dữ liệu trích xuất cho Phân hiệu Học viện Hành chính và Quản trị công tại TP. Hồ Chí Minh năm 2026. Học phí được tính theo tín chỉ (564.000đ hoặc 602.000đ tùy ngành).
NTS,Trường Đại học Ngoại thương (Cơ sở phía Nam),https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-ngoai-thuong-nam-2026-c24a88075.html,success,9,2026,"Dữ liệu trích xuất từ bảng Phụ lục 1 trong trang, chỉ bao gồm các ngành thuộc Cơ sở phía Nam (TP.HCM). Học phí được áp dụng theo nhóm chương trình đào tạo (TC, CLC, ĐHNNQT) được liệt kê trong mục 10 c"
QSY,Học viện Khoa học Sức khỏe - Đại học Quốc gia Thành phố Hồ Chí Minh,https://thi.tuyensinh247.com/de-an-tuyen-sinh-dai-hoc-khoa-hoc-suc-khoe-tphcm-nam-2025-c24a84973.html,success,5,2025,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2025 của trường. Các phương thức xét tuyển bao gồm: xét tuyển thẳng, xét kết quả thi ĐGNL HCM và kết quả thi tốt nghiệp THPT."
QSQ,Trường Đại học Quốc tế - Đại học Quốc gia Thành phố Hồ Chí Minh,https://tuyensinh.hcmiu.edu.vn/,success,24,2026,Danh sách ngành được trích xuất từ trang chủ và mục chương trình đào tạo của trường. Trường đào tạo hoàn toàn bằng tiếng Anh.
DTQ,Phân hiệu Đại học Thái Nguyên tại Lào Cai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-thai-nguyen-tai-lao-cai-DTP.html,success,11,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Phân hiệu Đại học Thái Nguyên tại Lào Cai. Chỉ tiêu được lấy từ bảng tổng hợp cuối trang.
DTF,Trường Ngoại ngữ - Đại học Thái Nguyên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/truong-ngoai-ngu-thai-nguyen-DTF.html,success,4,2025,Trang web cung cấp dữ liệu tuyển sinh năm 2025. Các ngành đào tạo được liệt kê dựa trên phương thức xét điểm thi THPT.
